sr no,Content ID,User ID,reaction Type,Datetime,content type,category,sentiment,score
5060,496645a7-64f7-4c56-94f5-a71671cb262e,,adore,7/26/2020 6:05,GIF,dogs,positive,72
5061,496645a7-64f7-4c56-94f5-a71671cb262e,33a8d02a-e255-4ffe-9d90-2df8c2914077,super love,7/20/2020 7:10,GIF,dogs,positive,75
5062,496645a7-64f7-4c56-94f5-a71671cb262e,2019ba88-1967-43e6-9710-b17ade18afb3,hate,1/4/2021 5:19,GIF,dogs,negative,5
5063,496645a7-64f7-4c56-94f5-a71671cb262e,4ce3f877-96ea-4a37-8107-1176126d9d97,scared,9/8/2020 15:57,GIF,dogs,negative,15
5064,496645a7-64f7-4c56-94f5-a71671cb262e,5c433d28-dfb7-4456-a468-dc3705147ce0,worried,9/23/2020 9:46,GIF,dogs,negative,12
5065,496645a7-64f7-4c56-94f5-a71671cb262e,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,11/8/2020 20:05,GIF,dogs,negative,15
5066,496645a7-64f7-4c56-94f5-a71671cb262e,3d13e0d3-e765-4065-9221-3f864689b9e0,dislike,7/10/2020 16:23,GIF,dogs,negative,10
5067,496645a7-64f7-4c56-94f5-a71671cb262e,95258c36-5b6b-4591-85ee-0c43f503c1d5,hate,7/17/2020 19:15,GIF,dogs,negative,5
5068,496645a7-64f7-4c56-94f5-a71671cb262e,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,indifferent,7/27/2020 6:48,GIF,dogs,neutral,20
5069,496645a7-64f7-4c56-94f5-a71671cb262e,1879b698-1639-438e-a07e-ddd735f8d57c,peeking,11/12/2020 17:23,GIF,dogs,neutral,35
5070,496645a7-64f7-4c56-94f5-a71671cb262e,,super love,2/9/2021 4:31,GIF,dogs,positive,75
5071,496645a7-64f7-4c56-94f5-a71671cb262e,92b87fa5-f271-43e0-af66-84fac21052e6,cherish,8/19/2020 7:46,GIF,dogs,positive,70
5072,496645a7-64f7-4c56-94f5-a71671cb262e,b9480379-4b96-412c-8dca-96fff9ae81a3,love,10/13/2020 2:22,GIF,dogs,positive,65
5073,496645a7-64f7-4c56-94f5-a71671cb262e,0c347562-ce55-450b-91ab-0707662b36f5,peeking,5/15/2021 9:37,GIF,dogs,neutral,35
5074,496645a7-64f7-4c56-94f5-a71671cb262e,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,worried,9/3/2020 5:33,GIF,dogs,negative,12
5075,496645a7-64f7-4c56-94f5-a71671cb262e,2bd9c167-e06c-47c1-a978-3403d6724606,hate,8/9/2020 15:55,GIF,dogs,negative,5
5076,496645a7-64f7-4c56-94f5-a71671cb262e,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,peeking,11/24/2020 9:16,GIF,dogs,neutral,35
5077,496645a7-64f7-4c56-94f5-a71671cb262e,e206e31b-5f85-4964-b6ea-d7ee5324def1,like,11/21/2020 1:10,GIF,dogs,positive,50
5078,496645a7-64f7-4c56-94f5-a71671cb262e,eb74e88c-1bf5-402f-987e-90a5977ae1e3,intrigued,1/18/2021 4:29,GIF,dogs,positive,45
5079,496645a7-64f7-4c56-94f5-a71671cb262e,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,adore,2/9/2021 12:20,GIF,dogs,positive,72
5080,496645a7-64f7-4c56-94f5-a71671cb262e,,like,7/10/2020 20:43,GIF,dogs,positive,50
5081,496645a7-64f7-4c56-94f5-a71671cb262e,2026ccb6-77b2-494c-9b6b-a5d32aa86776,want,7/29/2020 18:01,GIF,dogs,positive,70
5082,496645a7-64f7-4c56-94f5-a71671cb262e,bbef3be1-172e-44bb-be3b-013140707ecf,super love,2/10/2021 21:57,GIF,dogs,positive,75
5083,496645a7-64f7-4c56-94f5-a71671cb262e,425b7021-0409-4358-af39-2bff14197d0a,hate,4/8/2021 20:07,GIF,dogs,negative,5
5084,496645a7-64f7-4c56-94f5-a71671cb262e,109782f9-4141-4d5a-826f-9a4ea672f65b,cherish,11/27/2020 16:34,GIF,dogs,positive,70
5085,496645a7-64f7-4c56-94f5-a71671cb262e,b870b764-7447-4990-a8d4-024d33e0e67d,intrigued,8/19/2020 4:33,GIF,dogs,positive,45
5086,496645a7-64f7-4c56-94f5-a71671cb262e,47def058-01cc-478f-9830-eaddcccac633,interested,12/27/2020 19:00,GIF,dogs,positive,30
5087,496645a7-64f7-4c56-94f5-a71671cb262e,5ff89fb3-b364-494f-b62d-07097b2ffa12,dislike,6/21/2020 6:07,GIF,dogs,negative,10
5088,496645a7-64f7-4c56-94f5-a71671cb262e,ef629f00-391d-4a79-af74-77a9afdbbd41,peeking,3/21/2021 20:23,GIF,dogs,neutral,35
5089,496645a7-64f7-4c56-94f5-a71671cb262e,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,indifferent,7/28/2020 10:44,GIF,dogs,neutral,20
5090,496645a7-64f7-4c56-94f5-a71671cb262e,,want,5/1/2021 16:20,GIF,dogs,positive,70
5091,496645a7-64f7-4c56-94f5-a71671cb262e,a81378a5-58de-4631-b2b1-3eca765f68c6,want,2/3/2021 10:46,GIF,dogs,positive,70
5092,496645a7-64f7-4c56-94f5-a71671cb262e,3455a646-398f-4b16-b19a-1371cdb2e048,like,11/14/2020 6:06,GIF,dogs,positive,50
5093,496645a7-64f7-4c56-94f5-a71671cb262e,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,love,10/27/2020 5:26,GIF,dogs,positive,65
5094,496645a7-64f7-4c56-94f5-a71671cb262e,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,disgust,1/16/2021 13:22,GIF,dogs,negative,0
5095,496645a7-64f7-4c56-94f5-a71671cb262e,4baf648a-0ad5-412d-8250-5a0ff9289fbf,adore,9/19/2020 6:16,GIF,dogs,positive,72
5096,496645a7-64f7-4c56-94f5-a71671cb262e,80c36ce2-2cef-4a47-a563-d2a60a2b1825,indifferent,2/16/2021 23:46,GIF,dogs,neutral,20
5097,496645a7-64f7-4c56-94f5-a71671cb262e,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,adore,5/24/2021 17:19,GIF,dogs,positive,72
5098,496645a7-64f7-4c56-94f5-a71671cb262e,4ce3f877-96ea-4a37-8107-1176126d9d97,hate,3/16/2021 4:22,GIF,dogs,negative,5
5100,d6d4ec49-4210-44de-9f90-c93dfbeed084,f3eb7ee0-7788-43a0-9686-1c399260b17e,peeking,8/4/2020 18:17,video,tennis,neutral,35
5101,d6d4ec49-4210-44de-9f90-c93dfbeed084,a559688e-3f10-436f-a25e-8ad553eacb89,adore,1/12/2021 14:44,video,tennis,positive,72
5102,d6d4ec49-4210-44de-9f90-c93dfbeed084,5fbf758a-376b-472c-8aca-a87ff1db3e6d,scared,1/31/2021 15:01,video,tennis,negative,15
5103,d6d4ec49-4210-44de-9f90-c93dfbeed084,80c36ce2-2cef-4a47-a563-d2a60a2b1825,dislike,6/22/2020 12:40,video,tennis,negative,10
5104,d6d4ec49-4210-44de-9f90-c93dfbeed084,92423e9a-4e8c-49bc-be75-c819912696ce,hate,1/19/2021 10:10,video,tennis,negative,5
5105,d6d4ec49-4210-44de-9f90-c93dfbeed084,5fbf758a-376b-472c-8aca-a87ff1db3e6d,love,8/15/2020 11:06,video,tennis,positive,65
5106,d6d4ec49-4210-44de-9f90-c93dfbeed084,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,love,10/6/2020 6:24,video,tennis,positive,65
5107,d6d4ec49-4210-44de-9f90-c93dfbeed084,596342af-6379-4551-8379-f4b805f9d576,interested,12/6/2020 17:39,video,tennis,positive,30
5108,d6d4ec49-4210-44de-9f90-c93dfbeed084,9e9c6089-692f-406c-afee-50f62c127e9d,adore,9/5/2020 17:07,video,tennis,positive,72
5109,d6d4ec49-4210-44de-9f90-c93dfbeed084,,interested,10/31/2020 9:05,video,tennis,positive,30
5110,d6d4ec49-4210-44de-9f90-c93dfbeed084,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,hate,3/9/2021 13:30,video,tennis,negative,5
5111,d6d4ec49-4210-44de-9f90-c93dfbeed084,4ce3f877-96ea-4a37-8107-1176126d9d97,worried,9/10/2020 17:37,video,tennis,negative,12
5112,d6d4ec49-4210-44de-9f90-c93dfbeed084,a6e32004-8866-40e5-aaeb-e159c13fd42a,like,12/5/2020 19:19,video,tennis,positive,50
5113,d6d4ec49-4210-44de-9f90-c93dfbeed084,04e52602-e370-4a99-bfda-f0c1655058da,want,5/1/2021 5:37,video,tennis,positive,70
5114,d6d4ec49-4210-44de-9f90-c93dfbeed084,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,love,3/9/2021 19:48,video,tennis,positive,65
5115,d6d4ec49-4210-44de-9f90-c93dfbeed084,0d47a133-383b-4a9c-976c-697ac65ccb19,adore,2/7/2021 16:04,video,tennis,positive,72
5116,d6d4ec49-4210-44de-9f90-c93dfbeed084,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,super love,3/21/2021 3:56,video,tennis,positive,75
5117,d6d4ec49-4210-44de-9f90-c93dfbeed084,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,love,7/11/2020 11:53,video,tennis,positive,65
5118,d6d4ec49-4210-44de-9f90-c93dfbeed084,13f0db8a-152a-496f-a6e8-1ed6a90b8788,indifferent,12/28/2020 3:22,video,tennis,neutral,20
5119,d6d4ec49-4210-44de-9f90-c93dfbeed084,,intrigued,1/26/2021 12:59,video,tennis,positive,45
5120,d6d4ec49-4210-44de-9f90-c93dfbeed084,a483c273-aee5-44bc-883e-d6963157aa4c,adore,5/13/2021 17:02,video,tennis,positive,72
5121,d6d4ec49-4210-44de-9f90-c93dfbeed084,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,dislike,2/15/2021 1:23,video,tennis,negative,10
5122,d6d4ec49-4210-44de-9f90-c93dfbeed084,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,peeking,3/20/2021 21:01,video,tennis,neutral,35
5123,d6d4ec49-4210-44de-9f90-c93dfbeed084,24789387-968b-425a-8836-14e243cda16c,indifferent,1/21/2021 14:52,video,tennis,neutral,20
5124,d6d4ec49-4210-44de-9f90-c93dfbeed084,66663a0d-856f-487f-a2a2-258af21ab3e5,scared,1/11/2021 22:17,video,tennis,negative,15
5125,d6d4ec49-4210-44de-9f90-c93dfbeed084,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,heart,9/9/2020 2:10,video,tennis,positive,60
5126,d6d4ec49-4210-44de-9f90-c93dfbeed084,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,scared,4/11/2021 23:52,video,tennis,negative,15
5127,d6d4ec49-4210-44de-9f90-c93dfbeed084,58fc0c8b-f669-4ee3-9a92-6d4290d85277,heart,2/26/2021 1:35,video,tennis,positive,60
5128,d6d4ec49-4210-44de-9f90-c93dfbeed084,7d624010-a0e7-455b-a606-48c5c467dd80,hate,12/27/2020 20:44,video,tennis,negative,5
5129,d6d4ec49-4210-44de-9f90-c93dfbeed084,,disgust,10/23/2020 10:29,video,tennis,negative,0
5130,d6d4ec49-4210-44de-9f90-c93dfbeed084,2af7f476-41b6-4147-aac7-0bbcb5043895,love,5/18/2021 1:21,video,tennis,positive,65
5132,229d5bad-c1e4-439c-8978-0efdcdfea4d1,0c347562-ce55-450b-91ab-0707662b36f5,peeking,8/6/2020 14:06,audio,food,neutral,35
5133,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3205ad12-726a-4b65-a15a-1a899a9d310b,super love,3/4/2021 6:29,audio,food,positive,75
5134,229d5bad-c1e4-439c-8978-0efdcdfea4d1,427fa55b-7f49-4981-bcd7-59fee8efb512,adore,2/13/2021 12:31,audio,food,positive,72
5135,229d5bad-c1e4-439c-8978-0efdcdfea4d1,fb4654ff-ce23-4a77-b52a-50f8948b5664,disgust,3/20/2021 22:00,audio,food,negative,0
5136,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,cherish,4/14/2021 16:58,audio,food,positive,70
5137,229d5bad-c1e4-439c-8978-0efdcdfea4d1,311d7214-711f-4f66-bc9a-e835fa54ffb6,indifferent,5/29/2021 6:33,audio,food,neutral,20
5138,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e3417115-6e56-4f55-a4ae-70353582a8c4,cherish,3/14/2021 4:02,audio,food,positive,70
5139,229d5bad-c1e4-439c-8978-0efdcdfea4d1,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,interested,6/9/2021 15:58,audio,food,positive,30
5140,229d5bad-c1e4-439c-8978-0efdcdfea4d1,1ff398e4-6b68-451d-9b00-2d2a565ba22a,heart,6/28/2020 21:40,audio,food,positive,60
5141,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,worried,6/12/2021 22:33,audio,food,negative,12
5142,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,interested,1/30/2021 1:15,audio,food,positive,30
5143,229d5bad-c1e4-439c-8978-0efdcdfea4d1,34fcadd6-fa9b-4404-981a-c70c86cde556,want,6/23/2020 4:37,audio,food,positive,70
5144,229d5bad-c1e4-439c-8978-0efdcdfea4d1,63e1cb43-d3dc-491a-af16-209c1c152c44,disgust,9/27/2020 14:09,audio,food,negative,0
5145,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e57c1d53-11ce-4df6-bb4b-85647776fd6d,dislike,12/22/2020 19:26,audio,food,negative,10
5146,229d5bad-c1e4-439c-8978-0efdcdfea4d1,7000ac2e-87a0-4e23-b342-5f150e03f9ef,hate,1/27/2021 0:44,audio,food,negative,5
5147,229d5bad-c1e4-439c-8978-0efdcdfea4d1,9e9c6089-692f-406c-afee-50f62c127e9d,cherish,12/14/2020 14:21,audio,food,positive,70
5148,229d5bad-c1e4-439c-8978-0efdcdfea4d1,600118fa-e6f4-4d74-aeb6-936abbbf38a1,super love,7/8/2020 23:06,audio,food,positive,75
5149,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e79a2e98-57b4-4469-8da4-87f338460d42,worried,2/22/2021 16:03,audio,food,negative,12
5150,229d5bad-c1e4-439c-8978-0efdcdfea4d1,f4ed8f9c-5eac-4d77-a206-c60afda2921a,peeking,9/7/2020 17:37,audio,food,neutral,35
5151,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,scared,11/27/2020 0:46,audio,food,negative,15
5152,229d5bad-c1e4-439c-8978-0efdcdfea4d1,0c347562-ce55-450b-91ab-0707662b36f5,worried,10/9/2020 8:07,audio,food,negative,12
5153,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3a80467c-0f1f-49ca-b904-1938ea2177a9,heart,10/30/2020 6:32,audio,food,positive,60
5154,229d5bad-c1e4-439c-8978-0efdcdfea4d1,f50ac030-3af8-4e07-aacf-dccff353b8f6,love,3/24/2021 7:14,audio,food,positive,65
5155,229d5bad-c1e4-439c-8978-0efdcdfea4d1,c43c2351-9591-4122-acdd-b521723d7292,cherish,1/20/2021 10:48,audio,food,positive,70
5156,229d5bad-c1e4-439c-8978-0efdcdfea4d1,330ded4b-db65-485a-80a4-6b3bffd33067,disgust,6/20/2020 23:54,audio,food,negative,0
5157,229d5bad-c1e4-439c-8978-0efdcdfea4d1,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,super love,6/18/2020 13:46,audio,food,positive,75
5158,229d5bad-c1e4-439c-8978-0efdcdfea4d1,c1e01541-7508-4712-a22c-0370f232a41e,scared,1/8/2021 14:24,audio,food,negative,15
5159,229d5bad-c1e4-439c-8978-0efdcdfea4d1,8d3661fd-d953-4c1b-857d-82b3e34f569e,dislike,11/20/2020 7:16,audio,food,negative,10
5160,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e8849148-1482-4926-9f28-a537630b9ba2,heart,8/11/2020 19:31,audio,food,positive,60
5161,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,adore,6/15/2021 7:33,audio,food,positive,72
5162,229d5bad-c1e4-439c-8978-0efdcdfea4d1,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,peeking,10/25/2020 16:12,audio,food,neutral,35
5163,229d5bad-c1e4-439c-8978-0efdcdfea4d1,73a9e869-62a6-4508-b146-20dc9de19276,indifferent,10/14/2020 11:00,audio,food,neutral,20
5164,229d5bad-c1e4-439c-8978-0efdcdfea4d1,eff1e86a-8ede-4a41-818b-9442e3181ee3,heart,6/17/2021 10:09,audio,food,positive,60
5165,229d5bad-c1e4-439c-8978-0efdcdfea4d1,7719b807-bf22-4b36-8f69-44d9a87d239b,love,9/16/2020 5:36,audio,food,positive,65
5166,229d5bad-c1e4-439c-8978-0efdcdfea4d1,4edc3d1a-a7d9-4db6-89c3-f784d9954172,super love,8/20/2020 18:33,audio,food,positive,75
5167,229d5bad-c1e4-439c-8978-0efdcdfea4d1,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,interested,5/19/2021 23:31,audio,food,positive,30
5168,229d5bad-c1e4-439c-8978-0efdcdfea4d1,34e8add9-0206-47fd-a501-037b994650a2,disgust,12/15/2020 4:40,audio,food,negative,0
5169,229d5bad-c1e4-439c-8978-0efdcdfea4d1,ddc4db8e-0000-48c4-8fdb-d32af87fb823,dislike,5/1/2021 3:27,audio,food,negative,10
5170,229d5bad-c1e4-439c-8978-0efdcdfea4d1,a81df767-7da1-4844-b63c-fee4c9c7895d,interested,9/8/2020 1:21,audio,food,positive,30
5171,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,worried,10/26/2020 15:58,audio,food,negative,12
5172,229d5bad-c1e4-439c-8978-0efdcdfea4d1,72d2587e-8fae-4626-a73d-352e6465ba0f,dislike,7/8/2020 14:59,audio,food,negative,10
5174,80d4bec9-6441-41a2-be74-0eec3e5317ef,15e325b1-c221-4bf8-8010-18d76b03646e,interested,7/8/2020 4:28,video,tennis,positive,30
5175,80d4bec9-6441-41a2-be74-0eec3e5317ef,34fcadd6-fa9b-4404-981a-c70c86cde556,adore,7/29/2020 6:04,video,tennis,positive,72
5176,80d4bec9-6441-41a2-be74-0eec3e5317ef,e206e31b-5f85-4964-b6ea-d7ee5324def1,want,12/21/2020 12:20,video,tennis,positive,70
5177,80d4bec9-6441-41a2-be74-0eec3e5317ef,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,dislike,5/21/2021 23:59,video,tennis,negative,10
5178,80d4bec9-6441-41a2-be74-0eec3e5317ef,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,like,11/30/2020 10:02,video,tennis,positive,50
5179,80d4bec9-6441-41a2-be74-0eec3e5317ef,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,hate,3/20/2021 22:44,video,tennis,negative,5
5180,80d4bec9-6441-41a2-be74-0eec3e5317ef,de39bbda-66a8-4c52-835a-7a104cf7f081,dislike,4/20/2021 7:06,video,tennis,negative,10
5181,80d4bec9-6441-41a2-be74-0eec3e5317ef,bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,6/22/2020 12:23,video,tennis,neutral,20
5182,80d4bec9-6441-41a2-be74-0eec3e5317ef,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,intrigued,10/11/2020 10:40,video,tennis,positive,45
5183,80d4bec9-6441-41a2-be74-0eec3e5317ef,,like,7/26/2020 9:22,video,tennis,positive,50
5184,80d4bec9-6441-41a2-be74-0eec3e5317ef,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,worried,6/16/2021 3:27,video,tennis,negative,12
5185,80d4bec9-6441-41a2-be74-0eec3e5317ef,26c6734f-42b6-48f8-a08e-e1c3a79019d0,interested,8/17/2020 0:11,video,tennis,positive,30
5186,80d4bec9-6441-41a2-be74-0eec3e5317ef,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,want,4/6/2021 23:26,video,tennis,positive,70
5187,80d4bec9-6441-41a2-be74-0eec3e5317ef,eb74e88c-1bf5-402f-987e-90a5977ae1e3,dislike,7/12/2020 21:35,video,tennis,negative,10
5188,80d4bec9-6441-41a2-be74-0eec3e5317ef,eb74e88c-1bf5-402f-987e-90a5977ae1e3,heart,5/28/2021 14:19,video,tennis,positive,60
5189,80d4bec9-6441-41a2-be74-0eec3e5317ef,e79a2e98-57b4-4469-8da4-87f338460d42,disgust,9/11/2020 2:44,video,tennis,negative,0
5190,80d4bec9-6441-41a2-be74-0eec3e5317ef,4fe1900d-5e78-41a3-88ed-18e6889c6c77,peeking,4/1/2021 0:20,video,tennis,neutral,35
5191,80d4bec9-6441-41a2-be74-0eec3e5317ef,79acce4b-b991-4a68-b762-d496686a4f32,heart,9/19/2020 20:03,video,tennis,positive,60
5192,80d4bec9-6441-41a2-be74-0eec3e5317ef,49f49bcf-17fe-4edd-990d-16c3d1df931b,like,4/26/2021 15:32,video,tennis,positive,50
5193,80d4bec9-6441-41a2-be74-0eec3e5317ef,,worried,4/22/2021 21:28,video,tennis,negative,12
5194,80d4bec9-6441-41a2-be74-0eec3e5317ef,83f8edc6-90b1-4f96-a80b-d6aa74103610,indifferent,3/20/2021 20:40,video,tennis,neutral,20
5195,80d4bec9-6441-41a2-be74-0eec3e5317ef,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,scared,6/17/2021 0:54,video,tennis,negative,15
5196,80d4bec9-6441-41a2-be74-0eec3e5317ef,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,indifferent,6/12/2021 7:24,video,tennis,neutral,20
5197,80d4bec9-6441-41a2-be74-0eec3e5317ef,5d04455b-a95e-40d8-bcd4-8c485777c47f,cherish,4/18/2021 20:33,video,tennis,positive,70
5198,80d4bec9-6441-41a2-be74-0eec3e5317ef,9a5c1dcc-d26b-4303-b487-3075e7d34e02,cherish,1/6/2021 23:15,video,tennis,positive,70
5199,80d4bec9-6441-41a2-be74-0eec3e5317ef,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,adore,7/20/2020 8:46,video,tennis,positive,72
5200,80d4bec9-6441-41a2-be74-0eec3e5317ef,4607d7b0-3313-49b8-9f73-5b8227fc5b67,adore,11/28/2020 11:17,video,tennis,positive,72
5201,80d4bec9-6441-41a2-be74-0eec3e5317ef,23a48585-f2cf-4a20-8d30-f49361d5625c,want,9/13/2020 9:33,video,tennis,positive,70
5202,80d4bec9-6441-41a2-be74-0eec3e5317ef,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,adore,4/23/2021 23:49,video,tennis,positive,72
5203,80d4bec9-6441-41a2-be74-0eec3e5317ef,,disgust,8/6/2020 3:22,video,tennis,negative,0
5204,80d4bec9-6441-41a2-be74-0eec3e5317ef,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,heart,4/10/2021 0:06,video,tennis,positive,60
5205,80d4bec9-6441-41a2-be74-0eec3e5317ef,0c5b0547-820a-4beb-832e-3162f74ccfa7,dislike,3/31/2021 20:38,video,tennis,negative,10
5206,80d4bec9-6441-41a2-be74-0eec3e5317ef,374634b7-aead-4f2f-9303-c15f456c4094,dislike,3/13/2021 19:53,video,tennis,negative,10
5207,80d4bec9-6441-41a2-be74-0eec3e5317ef,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,interested,3/10/2021 6:31,video,tennis,positive,30
5208,80d4bec9-6441-41a2-be74-0eec3e5317ef,f5d9a26e-986d-4d8e-a1c9-69493fb64736,like,4/1/2021 13:04,video,tennis,positive,50
5209,80d4bec9-6441-41a2-be74-0eec3e5317ef,2129de92-ee91-425f-a854-07c553ee0b74,love,12/27/2020 12:48,video,tennis,positive,65
5210,80d4bec9-6441-41a2-be74-0eec3e5317ef,425b7021-0409-4358-af39-2bff14197d0a,heart,11/27/2020 13:47,video,tennis,positive,60
5211,80d4bec9-6441-41a2-be74-0eec3e5317ef,c7b6e374-1bef-48c3-8222-cc231dbd5cce,intrigued,3/20/2021 18:15,video,tennis,positive,45
5212,80d4bec9-6441-41a2-be74-0eec3e5317ef,23cc47ff-e5cd-4915-828d-258aefce5a14,scared,2/23/2021 16:41,video,tennis,negative,15
5213,80d4bec9-6441-41a2-be74-0eec3e5317ef,,want,4/9/2021 23:56,video,tennis,positive,70
5214,80d4bec9-6441-41a2-be74-0eec3e5317ef,b6d04982-1509-41ab-a700-b390d6cb4d02,love,10/29/2020 13:24,video,tennis,positive,65
5215,80d4bec9-6441-41a2-be74-0eec3e5317ef,dbacabf8-7ebd-4f22-a261-59d8dad306f1,worried,12/21/2020 21:41,video,tennis,negative,12
5216,80d4bec9-6441-41a2-be74-0eec3e5317ef,1932a904-86ba-4438-bb52-b7e6516a4019,super love,5/6/2021 20:27,video,tennis,positive,75
5217,80d4bec9-6441-41a2-be74-0eec3e5317ef,374634b7-aead-4f2f-9303-c15f456c4094,worried,11/8/2020 8:36,video,tennis,negative,12
5218,80d4bec9-6441-41a2-be74-0eec3e5317ef,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,3/16/2021 2:28,video,tennis,negative,0
5219,80d4bec9-6441-41a2-be74-0eec3e5317ef,4eed2f45-f040-4995-a60f-472af1ff379a,cherish,3/8/2021 17:36,video,tennis,positive,70
5220,80d4bec9-6441-41a2-be74-0eec3e5317ef,561b08d6-1084-4115-933d-db3e60edfd8b,dislike,6/8/2021 22:42,video,tennis,negative,10
5222,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,f4ed8f9c-5eac-4d77-a206-c60afda2921a,disgust,9/21/2020 23:13,GIF,science,negative,0
5223,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,5fbf758a-376b-472c-8aca-a87ff1db3e6d,want,10/12/2020 17:57,GIF,science,positive,70
5224,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,de1d478e-3552-4223-b039-d3086cc485ec,indifferent,8/15/2020 21:40,GIF,science,neutral,20
5225,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,7d8c8c77-77a8-4743-b35f-349c0ac07866,love,1/4/2021 4:37,GIF,science,positive,65
5226,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,love,3/14/2021 1:34,GIF,science,positive,65
5227,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,de050611-e926-43bb-b1ea-502d8bd25bfc,hate,10/23/2020 9:16,GIF,science,negative,5
5228,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,ef629f00-391d-4a79-af74-77a9afdbbd41,dislike,6/6/2021 4:58,GIF,science,negative,10
5229,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,c7b6e374-1bef-48c3-8222-cc231dbd5cce,disgust,7/29/2020 19:07,GIF,science,negative,0
5230,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,0a1cde57-79ab-4c61-b664-1d3b290b43cf,intrigued,7/14/2020 18:03,GIF,science,positive,45
5231,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,,scared,5/13/2021 18:26,GIF,science,negative,15
5232,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,d74e1b39-7b34-4bcb-a24d-e215097187f5,interested,4/16/2021 6:56,GIF,science,positive,30
5233,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,like,1/2/2021 7:22,GIF,science,positive,50
5234,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,b6d04982-1509-41ab-a700-b390d6cb4d02,worried,9/17/2020 12:54,GIF,science,negative,12
5235,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,b596e7d8-dd3f-4125-8b99-4bf2283657cd,worried,3/15/2021 3:24,GIF,science,negative,12
5236,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,b596e7d8-dd3f-4125-8b99-4bf2283657cd,scared,7/11/2020 7:02,GIF,science,negative,15
5237,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,like,12/4/2020 17:23,GIF,science,positive,50
